107-112 F5.2	mag			i_{\rm PSF}			$i$-band PSF magnitude
113-118 F5.2	mag			z_{\rm PSF}			$z$-band PSF magnitude
117-123 F4.2	mag			\sigma_u			1-$\sigma$ uncertainty in $u$-band PSF magnitude
124-128 F4.2	mag			\sigma_g			1-$\sigma$ uncertainty in $g$-band PSF magnitude
129-133 F4.2	mag			\sigma_r			1-$\sigma$ uncertainty in $r$-band PSF magnitude	
134-139 F4.2	mag			\sigma_i			1-$\sigma$ uncertainty in $i$-band PSF magnitude	
140-145 F4.2	mag			\sigma_z			1-$\sigma$ uncertainty in $z$-band PSF magnitude
-------------------------------------------------------------------------------------------------------------------------------------
Note (1): The first four digits of the target code show whether the object was targeted by the Galaxy, Low-z QSO, High-z QSO, or Serendipity FIRST algorithm (in that order). The last digit indicates whether the object belongs to the Special Southern survey.
Note (2): S_{\rm 20 cm} is the peak flux of the nearest match within 2\arcsec {} from the FIRST survey \citep{beck95}; it is listed as 0 if no match was found. RMS flux is listed as -1 if objects in not in the FIRST survey area. 
Note (3): PSF asinh magnitudes are taken from the SDSS TARGET database and corrected for Galactic extinction \citep{schl98}
-------------------------------------------------------------------------------------------------------------------------------------
  49.150631   -0.942790  0.4698  8.36  8.34  672 244 52172 00001    0.00  0.141 22.34 21.39 20.62 19.91 19.68 0.32 0.07 0.04 0.04 0.11 
  49.190018   -0.991946  0.3684  8.26  8.24  809 255 52647 00001    8.28  0.136 22.31 21.17 20.00 19.60 19.08 0.30 0.05 0.02 0.03 0.07 
  49.237141    0.371087  0.4626  9.04  9.11 1065 432 52586 00001    2.86  0.151 22.98 21.69 21.07 20.03 19.92 0.73 0.08 0.06 0.04 0.13 
  49.341927    0.800495  0.1572  8.10  8.14  809 376 52647 00001    1.15  0.147 20.93 20.03 19.04 18.68 18.64 0.13 0.11 0.12 0.14 0.12 
  49.470459   -0.904867  0.1173  8.46  8.47  413 220 51929 11000    4.99  0.132 18.75 18.17 17.82 17.30 17.31 0.02 0.01 0.01 0.01 0.02 
  49.790054   -0.321297  0.6353  9.38  9.41  413 169 51929 10010    2.10  0.160 21.16 20.63 19.53 18.86 18.81 0.15 0.04 0.02 0.02 0.04 
  49.946960   -1.084445  0.6994  8.45  8.49  711  48 52202 00001    0.00  0.137 22.50 21.48 20.77 19.77 19.57 0.43 0.08 0.05 0.04 0.08 
  49.960560   -0.980706  0.6261  9.59  9.63  711  58 52202 00001    0.00  0.143 22.42 21.96 21.10 19.96 20.39 0.29 0.10 0.06 0.04 0.20 
  50.124104    0.531563  0.3836  8.40  8.40  413 508 51929 11000    0.00  0.148 20.72 20.22 19.38 19.01 18.60 0.11 0.03 0.02 0.02 0.04 
  50.433800    0.277273  0.6427  9.57  9.64 1065 593 52586 00001    0.00 -1.000 22.09 21.62 20.82 20.04 19.85 0.40 0.08 0.05 0.04 0.12 
  51.200207   -0.646099  0.4718  9.05  9.08 1064 227 52577 00001    0.00 -1.000 21.69 21.41 20.80 19.82 19.74 0.23 0.05 0.05 0.03 0.07 
  51.388901   -0.537925  0.3525  9.04  9.06 1629 132 52945 00001    0.00 -1.000 21.70 20.78 19.73 19.70 19.28 0.31 0.04 0.04 0.03 0.06 
  51.802296   -1.252800  0.2381  8.19  8.20 1064  97 52577 00001    0.00 -1.000 21.27 20.24 19.16 18.70 18.26 0.19 0.03 0.02 0.02 0.03 
  52.751976   -0.071988  0.2083  8.29  8.31  713 237 52178 00001    0.00 -1.000 21.65 20.18 19.20 18.71 18.50 0.20 0.03 0.02 0.02 0.04 
  53.202095   -0.170094  0.3098  8.53  8.53  415 191 51810 00000    0.00 -1.000 20.54 20.15 19.00 18.58 17.95 0.08 0.03 0.02 0.02 0.03 
  53.647770    0.623580  0.4067  8.74  8.75  713 548 52178 00001    0.00 -1.000 21.17 20.73 20.06 19.66 19.47 0.18 0.05 0.03 0.03 0.08 
  54.027950   -0.131878  0.4317  8.75  8.77  416 320 51811 11000    0.00 -1.000 20.82 20.44 19.52 18.99 18.78 0.10 0.03 0.02 0.02 0.05 
